,sentiment_textblob_movie
14406,Positive
14407,Positive
14408,Positive
14409,Positive
14410,Negative
14411,Positive
14412,Negative
14413,Positive
14414,Positive
14415,Negative
14416,Positive
14417,Positive
14418,Positive
14419,Positive
14420,Positive
14421,Positive
14422,Positive
14423,Negative
14424,Negative
14425,Positive
14426,Negative
14427,Negative
14428,Negative
14429,Negative
14430,Negative
14431,Negative
14432,Positive
14433,Positive
14434,Positive
14435,Positive
14436,Positive
14437,Positive
14438,Negative
14439,Negative
14440,Positive
14441,Positive
14442,Negative
14443,Positive
14444,Positive
14445,Negative
14446,Positive
14447,Positive
14448,Negative
14449,Positive
14450,Negative
14451,Negative
14452,Positive
14453,Positive
14454,Negative
14455,Negative
14456,Positive
14457,Negative
14458,Positive
14459,Negative
14460,Positive
14461,Positive
14462,Positive
14463,Negative
14464,Negative
14465,Positive
14466,Positive
14467,Positive
14468,Positive
14469,Positive
14470,Positive
14471,Positive
14472,Positive
14473,Negative
14474,Negative
14475,Positive
14476,Positive
14477,Positive
14478,Positive
14479,Positive
14480,Negative
14481,Positive
14482,Positive
14483,Positive
14484,Negative
14485,Positive
14486,Negative
14487,Positive
14488,Negative
14489,Positive
14490,Negative
14491,Positive
14492,Negative
14493,Negative
14494,Positive
14495,Negative
14496,Positive
14497,Positive
14498,Positive
14499,Positive
14500,Negative
14501,Positive
14502,Positive
14503,Positive
14504,Negative
14505,Negative
14506,Negative
14507,Negative
14508,Positive
14509,Negative
14510,Positive
14511,Negative
14512,Positive
14513,Negative
14514,Negative
14515,Negative
14516,Positive
14517,Negative
14518,Positive
14519,Positive
14520,Positive
14521,Negative
14522,Positive
14523,Positive
14524,Positive
14525,Positive
14526,Positive
14527,Negative
14528,Positive
14529,Positive
14530,Positive
14531,Positive
14532,Positive
14533,Positive
14534,Negative
14535,Negative
14536,Positive
14537,Positive
14538,Positive
14539,Positive
14540,Positive
14541,Positive
14542,Positive
14543,Positive
14544,Negative
14545,Positive
14546,Positive
14547,Positive
14548,Positive
14549,Positive
14550,Positive
14551,Positive
14552,Positive
14553,Positive
14554,Negative
14555,Positive
14556,Negative
14557,Positive
14558,Positive
14559,Negative
14560,Positive
14561,Negative
14562,Positive
14563,Negative
14564,Negative
14565,Positive
14566,Positive
14567,Positive
14568,Positive
14569,Negative
14570,Positive
14571,Positive
14572,Negative
14573,Positive
14574,Negative
14575,Positive
14576,Positive
14577,Positive
14578,Positive
14579,Positive
14580,Positive
14581,Positive
14582,Positive
14583,Positive
14584,Negative
14585,Positive
14586,Positive
14587,Positive
14588,Negative
14589,Positive
14590,Positive
14591,Positive
14592,Negative
14593,Positive
14594,Negative
14595,Negative
14596,Negative
14597,Negative
14598,Negative
14599,Positive
14600,Positive
14601,Negative
14602,Positive
14603,Positive
14604,Positive
14605,Positive
14606,Positive
14607,Positive
14608,Positive
14609,Positive
14610,Positive
14611,Positive
14612,Positive
14613,Positive
14614,Positive
14615,Positive
14616,Positive
14617,Positive
14618,Positive
14619,Negative
14620,Positive
14621,Positive
14622,Positive
14623,Negative
14624,Negative
14625,Positive
14626,Negative
14627,Positive
14628,Positive
14629,Negative
14630,Negative
14631,Positive
14632,Positive
14633,Negative
14634,Positive
14635,Positive
14636,Negative
14637,Positive
14638,Positive
14639,Positive
14640,Negative
14641,Negative
14642,Negative
14643,Negative
14644,Positive
14645,Negative
14646,Positive
14647,Positive
14648,Negative
14649,Positive
14650,Positive
14651,Negative
14652,Negative
14653,Positive
14654,Positive
14655,Positive
14656,Positive
14657,Positive
14658,Negative
14659,Positive
14660,Positive
14661,Negative
14662,Positive
14663,Positive
14664,Positive
14665,Positive
14666,Negative
14667,Positive
14668,Positive
14669,Positive
14670,Positive
14671,Positive
14672,Positive
14673,Positive
14674,Positive
14675,Negative
14676,Positive
14677,Positive
14678,Positive
14679,Positive
14680,Negative
14681,Negative
14682,Negative
14683,Positive
14684,Positive
14685,Negative
14686,Positive
14687,Positive
14688,Negative
14689,Negative
14690,Positive
14691,Negative
14692,Positive
14693,Positive
14694,Positive
14695,Positive
14696,Positive
14697,Positive
14698,Negative
14699,Positive
14700,Negative
14701,Positive
14702,Positive
14703,Positive
14704,Positive
14705,Positive
14706,Negative
14707,Positive
14708,Positive
14709,Positive
14710,Negative
14711,Positive
14712,Positive
14713,Negative
14714,Positive
14715,Negative
14716,Positive
14717,Negative
14718,Positive
14719,Positive
14720,Positive
14721,Positive
14722,Positive
14723,Positive
14724,Positive
14725,Negative
14726,Negative
14727,Negative
14728,Positive
14729,Positive
14730,Negative
14731,Negative
14732,Positive
14733,Positive
14734,Positive
14735,Negative
14736,Positive
14737,Negative
14738,Positive
14739,Negative
14740,Positive
14741,Positive
14742,Positive
14743,Positive
14744,Positive
14745,Negative
14746,Positive
14747,Positive
14748,Positive
14749,Positive
14750,Negative
14751,Positive
14752,Positive
14753,Positive
14754,Negative
14755,Positive
14756,Positive
14757,Positive
14758,Positive
14759,Positive
14760,Negative
14761,Positive
14762,Positive
14763,Positive
14764,Negative
14765,Negative
14766,Positive
14767,Negative
14768,Positive
14769,Positive
14770,Positive
14771,Negative
14772,Positive
14773,Negative
14774,Positive
14775,Positive
14776,Positive
14777,Positive
14778,Positive
14779,Positive
14780,Positive
14781,Negative
14782,Positive
14783,Positive
14784,Negative
14785,Positive
14786,Positive
14787,Positive
14788,Negative
14789,Negative
14790,Positive
14791,Negative
14792,Negative
14793,Positive
14794,Negative
14795,Negative
14796,Positive
14797,Negative
14798,Negative
14799,Positive
14800,Positive
14801,Positive
14802,Negative
14803,Positive
14804,Positive
14805,Positive
14806,Positive
14807,Positive
14808,Negative
14809,Positive
14810,Positive
14811,Positive
14812,Positive
14813,Negative
14814,Positive
14815,Negative
14816,Positive
14817,Positive
14818,Positive
14819,Negative
14820,Positive
14821,Positive
14822,Positive
14823,Positive
14824,Positive
14825,Positive
14826,Positive
14827,Negative
14828,Positive
14829,Positive
14830,Positive
14831,Positive
14832,Positive
14833,Negative
14834,Positive
14835,Positive
14836,Positive
14837,Positive
14838,Positive
14839,Negative
14840,Positive
14841,Positive
14842,Positive
14843,Positive
14844,Positive
14845,Positive
14846,Positive
14847,Positive
14848,Positive
14849,Positive
14850,Positive
14851,Positive
14852,Negative
14853,Positive
14854,Positive
14855,Negative
14856,Positive
14857,Positive
14858,Positive
14859,Negative
14860,Positive
14861,Positive
14862,Negative
14863,Positive
14864,Positive
14865,Positive
14866,Negative
14867,Positive
14868,Negative
14869,Negative
14870,Positive
14871,Positive
14872,Positive
14873,Positive
14874,Negative
14875,Negative
14876,Positive
14877,Negative
14878,Positive
14879,Positive
14880,Positive
14881,Negative
14882,Positive
14883,Negative
14884,Positive
14885,Positive
14886,Positive
14887,Positive
14888,Positive
14889,Positive
14890,Positive
14891,Positive
14892,Negative
14893,Negative
14894,Negative
14895,Positive
14896,Positive
14897,Negative
14898,Positive
14899,Negative
14900,Positive
14901,Positive
14902,Positive
14903,Positive
14904,Positive
14905,Negative
14906,Positive
14907,Positive
14908,Positive
14909,Negative
14910,Positive
14911,Negative
14912,Negative
14913,Positive
14914,Positive
14915,Negative
14916,Positive
14917,Positive
14918,Positive
14919,Negative
14920,Positive
14921,Positive
14922,Positive
14923,Positive
14924,Positive
14925,Negative
14926,Positive
14927,Positive
14928,Positive
14929,Negative
14930,Positive
14931,Positive
14932,Negative
14933,Negative
14934,Negative
14935,Positive
14936,Positive
14937,Positive
14938,Positive
14939,Negative
14940,Positive
14941,Negative
14942,Positive
14943,Positive
14944,Positive
14945,Positive
14946,Negative
14947,Positive
14948,Positive
14949,Positive
14950,Positive
14951,Negative
14952,Positive
14953,Positive
14954,Positive
14955,Negative
14956,Positive
14957,Negative
14958,Positive
14959,Positive
14960,Positive
14961,Positive
14962,Positive
14963,Positive
14964,Negative
14965,Positive
14966,Positive
14967,Positive
14968,Positive
14969,Positive
14970,Positive
14971,Positive
14972,Positive
14973,Positive
14974,Positive
14975,Negative
14976,Positive
14977,Positive
14978,Positive
14979,Positive
14980,Negative
14981,Positive
14982,Positive
14983,Negative
14984,Negative
14985,Positive
14986,Negative
14987,Positive
14988,Positive
14989,Positive
14990,Positive
14991,Positive
14992,Negative
14993,Positive
14994,Positive
14995,Negative
14996,Positive
14997,Positive
14998,Positive
14999,Positive
15000,Negative
15001,Positive
15002,Negative
15003,Positive
15004,Positive
15005,Positive
15006,Positive
15007,Positive
15008,Positive
15009,Positive
15010,Negative
15011,Positive
15012,Positive
15013,Positive
15014,Positive
15015,Positive
15016,Positive
15017,Positive
15018,Positive
15019,Negative
15020,Positive
15021,Negative
15022,Negative
15023,Positive
15024,Negative
15025,Positive
15026,Positive
15027,Positive
15028,Negative
15029,Positive
15030,Positive
15031,Positive
15032,Positive
15033,Positive
15034,Positive
15035,Positive
15036,Negative
15037,Positive
15038,Positive
15039,Positive
15040,Negative
15041,Positive
15042,Negative
15043,Positive
15044,Positive
15045,Negative
15046,Positive
15047,Positive
15048,Positive
15049,Positive
15050,Negative
15051,Positive
15052,Negative
15053,Positive
15054,Positive
15055,Positive
15056,Positive
15057,Positive
15058,Negative
15059,Positive
15060,Positive
15061,Negative
15062,Negative
15063,Positive
15064,Negative
15065,Positive
15066,Positive
15067,Positive
15068,Positive
15069,Positive
15070,Positive
15071,Positive
15072,Positive
15073,Positive
15074,Positive
15075,Negative
15076,Negative
15077,Positive
15078,Positive
15079,Positive
15080,Negative
15081,Negative
15082,Positive
15083,Positive
15084,Positive
15085,Negative
15086,Positive
15087,Positive
15088,Positive
15089,Positive
15090,Positive
15091,Negative
15092,Positive
15093,Positive
15094,Negative
15095,Positive
15096,Positive
15097,Negative
15098,Positive
15099,Positive
15100,Positive
15101,Positive
15102,Negative
15103,Positive
15104,Positive
15105,Positive
15106,Negative
15107,Negative
15108,Positive
15109,Positive
15110,Positive
15111,Positive
15112,Negative
15113,Positive
15114,Positive
15115,Positive
15116,Positive
15117,Positive
15118,Positive
15119,Negative
15120,Negative
15121,Positive
15122,Negative
15123,Positive
15124,Positive
15125,Negative
15126,Positive
15127,Positive
15128,Positive
15129,Positive
15130,Positive
15131,Negative
15132,Positive
15133,Positive
15134,Positive
15135,Negative
15136,Positive
15137,Positive
15138,Positive
15139,Positive
15140,Negative
15141,Positive
15142,Positive
15143,Positive
15144,Positive
15145,Negative
15146,Negative
15147,Positive
15148,Negative
15149,Negative
15150,Positive
15151,Positive
15152,Positive
15153,Positive
15154,Positive
15155,Positive
15156,Positive
15157,Negative
15158,Positive
15159,Positive
15160,Negative
15161,Positive
15162,Positive
15163,Negative
15164,Negative
15165,Positive
15166,Positive
15167,Positive
15168,Positive
15169,Negative
15170,Positive
15171,Negative
15172,Negative
15173,Positive
15174,Positive
15175,Negative
15176,Positive
15177,Negative
15178,Positive
15179,Negative
15180,Positive
15181,Positive
15182,Positive
15183,Negative
15184,Negative
15185,Positive
15186,Negative
15187,Positive
15188,Positive
15189,Negative
15190,Positive
15191,Negative
15192,Positive
15193,Negative
15194,Positive
15195,Positive
15196,Positive
15197,Negative
15198,Positive
15199,Positive
15200,Negative
15201,Positive
15202,Positive
15203,Positive
15204,Positive
15205,Positive
15206,Positive
15207,Negative
15208,Positive
15209,Positive
15210,Positive
15211,Positive
15212,Positive
15213,Positive
15214,Positive
15215,Positive
15216,Positive
15217,Positive
15218,Positive
15219,Negative
15220,Positive
15221,Positive
15222,Positive
15223,Positive
15224,Negative
15225,Negative
15226,Negative
15227,Positive
15228,Positive
15229,Negative
15230,Negative
15231,Negative
15232,Positive
15233,Positive
15234,Positive
15235,Positive
15236,Negative
15237,Positive
15238,Positive
15239,Positive
15240,Negative
15241,Positive
15242,Positive
15243,Negative
15244,Positive
15245,Positive
15246,Positive
15247,Positive
15248,Positive
15249,Positive
15250,Positive
15251,Negative
15252,Negative
15253,Positive
15254,Positive
15255,Negative
15256,Positive
15257,Positive
15258,Positive
15259,Negative
15260,Positive
15261,Positive
15262,Positive
15263,Positive
15264,Negative
15265,Positive
15266,Negative
15267,Negative
15268,Positive
15269,Positive
15270,Positive
15271,Positive
15272,Negative
15273,Positive
15274,Positive
15275,Negative
15276,Positive
15277,Positive
15278,Negative
15279,Positive
15280,Positive
15281,Positive
15282,Negative
15283,Positive
15284,Positive
15285,Positive
15286,Positive
15287,Negative
15288,Positive
15289,Positive
15290,Positive
15291,Positive
15292,Negative
15293,Positive
15294,Positive
15295,Positive
15296,Negative
15297,Positive
15298,Positive
15299,Positive
15300,Positive
15301,Positive
15302,Negative
15303,Negative
15304,Positive
15305,Positive
15306,Positive
15307,Positive
15308,Positive
15309,Positive
15310,Negative
15311,Positive
15312,Positive
15313,Negative
15314,Positive
15315,Negative
15316,Negative
15317,Negative
15318,Positive
15319,Positive
15320,Positive
15321,Negative
15322,Positive
15323,Negative
15324,Negative
15325,Positive
15326,Positive
15327,Positive
15328,Positive
15329,Positive
15330,Positive
15331,Positive
15332,Negative
15333,Negative
15334,Positive
15335,Positive
15336,Positive
15337,Negative
15338,Negative
15339,Negative
15340,Negative
15341,Positive
15342,Negative
15343,Negative
15344,Positive
15345,Positive
15346,Positive
15347,Positive
15348,Positive
15349,Negative
15350,Positive
15351,Positive
15352,Positive
15353,Positive
15354,Negative
15355,Positive
15356,Negative
15357,Positive
15358,Positive
15359,Positive
15360,Positive
15361,Positive
15362,Positive
15363,Negative
15364,Positive
15365,Positive
15366,Negative
15367,Positive
15368,Positive
15369,Positive
15370,Positive
15371,Positive
15372,Positive
15373,Positive
15374,Positive
15375,Positive
15376,Positive
15377,Positive
15378,Negative
15379,Positive
15380,Negative
15381,Positive
15382,Negative
15383,Positive
15384,Positive
15385,Positive
15386,Positive
15387,Positive
15388,Positive
15389,Positive
15390,Positive
15391,Negative
15392,Positive
15393,Positive
15394,Positive
15395,Negative
15396,Negative
15397,Negative
15398,Positive
15399,Positive
15400,Positive
15401,Negative
15402,Negative
15403,Negative
15404,Negative
15405,Positive
15406,Positive
15407,Positive
