,sentiment_textblob_movie
8230,Positive
8231,Positive
8232,Negative
8233,Positive
8234,Positive
8235,Positive
8236,Positive
8237,Positive
8238,Positive
8239,Positive
8240,Negative
8241,Positive
8242,Positive
8243,Positive
8244,Positive
8245,Positive
8246,Positive
8247,Positive
8248,Positive
8249,Positive
8250,Negative
8251,Positive
8252,Negative
8253,Positive
8254,Positive
8255,Positive
8256,Positive
8257,Negative
8258,Positive
8259,Negative
8260,Positive
8261,Negative
8262,Positive
8263,Positive
8264,Negative
8265,Positive
8266,Positive
8267,Positive
8268,Positive
8269,Positive
8270,Positive
8271,Positive
8272,Negative
8273,Positive
8274,Positive
8275,Negative
8276,Negative
8277,Positive
8278,Negative
8279,Negative
8280,Positive
8281,Positive
8282,Negative
8283,Positive
8284,Positive
8285,Negative
8286,Positive
8287,Negative
8288,Positive
8289,Negative
8290,Positive
8291,Negative
8292,Positive
8293,Positive
8294,Positive
8295,Positive
8296,Positive
8297,Positive
8298,Negative
8299,Positive
8300,Positive
8301,Positive
8302,Positive
8303,Positive
8304,Positive
8305,Positive
8306,Positive
8307,Positive
8308,Positive
8309,Negative
8310,Positive
8311,Positive
8312,Positive
8313,Positive
8314,Negative
8315,Negative
8316,Positive
8317,Negative
8318,Negative
8319,Negative
8320,Positive
8321,Positive
8322,Positive
8323,Positive
8324,Positive
8325,Positive
8326,Negative
8327,Negative
8328,Positive
8329,Positive
8330,Positive
8331,Positive
8332,Negative
8333,Positive
8334,Negative
8335,Positive
8336,Negative
8337,Positive
8338,Negative
8339,Negative
8340,Negative
8341,Positive
8342,Positive
8343,Negative
8344,Positive
8345,Positive
8346,Positive
8347,Negative
8348,Negative
8349,Negative
8350,Positive
8351,Negative
8352,Positive
8353,Positive
8354,Negative
8355,Positive
8356,Positive
8357,Negative
8358,Negative
8359,Positive
8360,Negative
8361,Negative
8362,Positive
8363,Negative
8364,Negative
8365,Negative
8366,Positive
8367,Negative
8368,Positive
8369,Negative
8370,Positive
8371,Positive
8372,Positive
8373,Positive
8374,Negative
8375,Positive
8376,Negative
8377,Positive
8378,Positive
8379,Positive
8380,Negative
8381,Positive
8382,Positive
8383,Positive
8384,Positive
8385,Negative
8386,Negative
8387,Positive
8388,Negative
8389,Positive
8390,Negative
8391,Positive
8392,Positive
8393,Negative
8394,Positive
8395,Positive
8396,Positive
8397,Positive
8398,Positive
8399,Negative
8400,Negative
8401,Positive
8402,Negative
8403,Positive
8404,Negative
8405,Positive
8406,Positive
8407,Negative
8408,Positive
8409,Positive
8410,Negative
8411,Negative
8412,Positive
8413,Positive
8414,Positive
8415,Negative
8416,Negative
8417,Positive
8418,Positive
8419,Negative
8420,Positive
8421,Negative
8422,Negative
8423,Positive
8424,Positive
8425,Positive
8426,Negative
8427,Negative
8428,Positive
8429,Positive
8430,Negative
8431,Positive
8432,Negative
8433,Positive
8434,Negative
8435,Positive
8436,Positive
8437,Positive
8438,Negative
8439,Positive
8440,Positive
8441,Positive
8442,Negative
8443,Negative
8444,Positive
8445,Negative
8446,Positive
8447,Positive
8448,Positive
8449,Positive
8450,Positive
8451,Positive
8452,Positive
8453,Positive
8454,Positive
8455,Positive
8456,Positive
8457,Positive
8458,Positive
8459,Positive
8460,Positive
8461,Negative
8462,Positive
8463,Positive
8464,Positive
8465,Positive
8466,Positive
8467,Positive
8468,Negative
8469,Positive
8470,Positive
8471,Negative
8472,Negative
8473,Negative
8474,Negative
8475,Positive
8476,Positive
8477,Positive
8478,Positive
8479,Negative
8480,Positive
8481,Positive
8482,Negative
8483,Positive
8484,Positive
8485,Positive
8486,Positive
8487,Positive
8488,Negative
8489,Positive
8490,Positive
8491,Positive
8492,Positive
8493,Negative
8494,Negative
8495,Positive
8496,Negative
8497,Positive
8498,Negative
8499,Positive
8500,Positive
8501,Negative
8502,Positive
8503,Negative
8504,Positive
8505,Positive
8506,Positive
8507,Positive
8508,Positive
8509,Positive
8510,Negative
8511,Positive
8512,Positive
8513,Positive
8514,Negative
8515,Positive
8516,Positive
8517,Negative
8518,Positive
8519,Negative
8520,Positive
8521,Positive
8522,Negative
8523,Positive
8524,Negative
8525,Negative
8526,Negative
8527,Positive
8528,Negative
8529,Positive
8530,Negative
8531,Positive
8532,Negative
8533,Negative
8534,Negative
8535,Positive
8536,Positive
8537,Negative
8538,Negative
8539,Positive
8540,Negative
8541,Negative
8542,Positive
8543,Positive
8544,Positive
8545,Positive
8546,Negative
8547,Positive
8548,Negative
8549,Positive
8550,Positive
8551,Negative
8552,Positive
8553,Positive
8554,Positive
8555,Positive
8556,Negative
8557,Positive
8558,Negative
8559,Negative
8560,Positive
8561,Positive
8562,Positive
8563,Negative
8564,Positive
8565,Positive
8566,Positive
8567,Positive
8568,Positive
8569,Positive
8570,Positive
8571,Positive
8572,Negative
8573,Negative
8574,Negative
8575,Negative
8576,Positive
8577,Positive
8578,Positive
8579,Positive
8580,Negative
8581,Positive
8582,Positive
8583,Negative
8584,Positive
8585,Negative
8586,Negative
8587,Positive
8588,Negative
8589,Positive
8590,Positive
8591,Positive
8592,Positive
8593,Positive
8594,Positive
8595,Negative
8596,Negative
8597,Positive
8598,Positive
8599,Positive
8600,Positive
8601,Positive
8602,Positive
8603,Positive
8604,Positive
8605,Negative
8606,Positive
8607,Negative
8608,Negative
8609,Negative
8610,Positive
8611,Positive
8612,Positive
8613,Positive
8614,Positive
8615,Positive
8616,Negative
8617,Positive
8618,Negative
8619,Positive
8620,Negative
8621,Positive
8622,Positive
8623,Negative
8624,Negative
8625,Positive
8626,Positive
8627,Positive
8628,Negative
8629,Positive
8630,Negative
8631,Positive
8632,Positive
8633,Positive
8634,Negative
8635,Positive
8636,Positive
8637,Positive
8638,Negative
8639,Positive
8640,Positive
8641,Positive
8642,Positive
8643,Positive
8644,Positive
8645,Positive
8646,Positive
8647,Negative
8648,Positive
8649,Positive
8650,Negative
8651,Negative
8652,Positive
8653,Negative
8654,Negative
8655,Positive
8656,Positive
8657,Positive
8658,Negative
8659,Positive
8660,Positive
8661,Negative
8662,Positive
8663,Positive
8664,Negative
8665,Positive
8666,Positive
8667,Positive
8668,Negative
8669,Negative
8670,Positive
8671,Negative
8672,Positive
8673,Negative
8674,Positive
8675,Positive
8676,Negative
8677,Positive
8678,Positive
8679,Positive
8680,Positive
8681,Positive
8682,Positive
8683,Positive
8684,Positive
8685,Positive
8686,Positive
8687,Negative
8688,Positive
8689,Positive
8690,Positive
8691,Positive
8692,Positive
8693,Negative
8694,Negative
8695,Positive
8696,Positive
8697,Negative
8698,Positive
8699,Positive
8700,Positive
8701,Positive
8702,Positive
8703,Negative
8704,Positive
8705,Negative
8706,Negative
8707,Negative
8708,Positive
8709,Negative
8710,Negative
8711,Negative
8712,Positive
8713,Positive
8714,Negative
8715,Negative
8716,Negative
8717,Negative
8718,Positive
8719,Negative
8720,Positive
8721,Positive
8722,Positive
8723,Negative
8724,Negative
8725,Positive
8726,Negative
8727,Negative
8728,Positive
8729,Negative
8730,Negative
8731,Negative
8732,Positive
8733,Positive
8734,Positive
8735,Positive
8736,Positive
8737,Negative
8738,Positive
8739,Negative
8740,Negative
8741,Positive
8742,Negative
8743,Positive
8744,Positive
8745,Negative
8746,Positive
8747,Negative
8748,Positive
8749,Negative
8750,Positive
8751,Positive
8752,Positive
8753,Positive
8754,Negative
8755,Negative
8756,Negative
8757,Positive
8758,Positive
8759,Positive
8760,Negative
8761,Positive
8762,Negative
8763,Positive
8764,Positive
8765,Negative
8766,Positive
8767,Positive
8768,Negative
8769,Negative
8770,Positive
8771,Positive
8772,Positive
8773,Positive
8774,Positive
8775,Negative
8776,Positive
8777,Positive
8778,Negative
8779,Positive
8780,Positive
8781,Negative
8782,Positive
8783,Negative
8784,Positive
8785,Positive
8786,Positive
8787,Positive
8788,Positive
8789,Positive
8790,Negative
8791,Positive
8792,Positive
8793,Positive
8794,Negative
8795,Positive
8796,Positive
8797,Negative
8798,Negative
8799,Positive
8800,Negative
8801,Negative
8802,Positive
8803,Negative
8804,Negative
8805,Positive
8806,Positive
8807,Positive
8808,Positive
8809,Positive
8810,Positive
8811,Positive
8812,Positive
8813,Positive
8814,Negative
8815,Positive
8816,Positive
8817,Negative
8818,Positive
8819,Positive
8820,Positive
8821,Negative
8822,Positive
8823,Negative
8824,Positive
8825,Positive
8826,Negative
8827,Positive
8828,Positive
8829,Positive
8830,Positive
8831,Positive
8832,Positive
8833,Positive
8834,Negative
8835,Negative
8836,Positive
8837,Positive
8838,Negative
8839,Positive
8840,Positive
8841,Negative
8842,Positive
8843,Positive
8844,Positive
8845,Positive
8846,Positive
8847,Positive
8848,Negative
8849,Positive
8850,Positive
8851,Positive
8852,Positive
8853,Negative
8854,Positive
8855,Positive
8856,Negative
8857,Positive
8858,Positive
8859,Positive
8860,Positive
8861,Positive
8862,Positive
8863,Positive
8864,Positive
8865,Positive
8866,Positive
8867,Negative
8868,Positive
8869,Negative
8870,Positive
8871,Positive
8872,Negative
8873,Negative
8874,Positive
8875,Positive
8876,Negative
8877,Positive
8878,Negative
8879,Positive
8880,Negative
8881,Negative
8882,Negative
8883,Negative
8884,Positive
8885,Positive
8886,Positive
8887,Positive
8888,Negative
8889,Positive
8890,Positive
8891,Positive
8892,Positive
8893,Positive
8894,Positive
8895,Positive
8896,Positive
8897,Positive
8898,Positive
8899,Positive
8900,Negative
8901,Positive
8902,Positive
8903,Negative
8904,Positive
8905,Positive
8906,Negative
8907,Positive
8908,Positive
8909,Positive
8910,Negative
8911,Positive
8912,Positive
8913,Positive
8914,Positive
8915,Positive
8916,Positive
8917,Positive
8918,Positive
8919,Positive
8920,Positive
8921,Negative
8922,Positive
8923,Positive
8924,Positive
8925,Negative
8926,Positive
8927,Positive
8928,Positive
8929,Positive
8930,Negative
8931,Negative
8932,Positive
8933,Positive
8934,Positive
8935,Negative
8936,Positive
8937,Positive
8938,Negative
8939,Negative
8940,Positive
8941,Negative
8942,Positive
8943,Positive
8944,Positive
8945,Positive
8946,Positive
8947,Negative
8948,Positive
8949,Negative
8950,Positive
8951,Positive
8952,Positive
8953,Positive
8954,Positive
8955,Positive
8956,Negative
8957,Positive
8958,Negative
8959,Negative
8960,Negative
8961,Positive
8962,Negative
8963,Positive
8964,Negative
8965,Positive
8966,Positive
8967,Negative
8968,Positive
8969,Positive
8970,Positive
8971,Positive
8972,Positive
8973,Positive
8974,Positive
8975,Positive
8976,Positive
8977,Negative
8978,Positive
8979,Negative
8980,Positive
8981,Positive
8982,Negative
8983,Negative
8984,Positive
8985,Positive
8986,Negative
8987,Negative
8988,Positive
8989,Positive
8990,Negative
8991,Positive
8992,Positive
8993,Negative
8994,Positive
8995,Positive
8996,Positive
8997,Negative
8998,Positive
8999,Negative
9000,Positive
9001,Positive
9002,Positive
9003,Negative
9004,Positive
9005,Negative
9006,Positive
9007,Positive
9008,Positive
9009,Negative
9010,Positive
9011,Positive
9012,Positive
9013,Negative
9014,Positive
9015,Positive
9016,Negative
9017,Positive
9018,Positive
9019,Negative
9020,Negative
9021,Negative
9022,Negative
9023,Negative
9024,Positive
9025,Positive
9026,Positive
9027,Negative
9028,Positive
9029,Positive
9030,Positive
9031,Negative
9032,Negative
9033,Positive
9034,Positive
9035,Positive
9036,Positive
9037,Positive
9038,Positive
9039,Positive
9040,Negative
9041,Negative
9042,Negative
9043,Positive
9044,Positive
9045,Negative
9046,Negative
9047,Positive
9048,Positive
9049,Positive
9050,Positive
9051,Positive
9052,Positive
9053,Negative
9054,Negative
9055,Positive
9056,Positive
9057,Positive
9058,Negative
9059,Positive
9060,Negative
9061,Negative
9062,Negative
9063,Negative
9064,Positive
9065,Positive
9066,Positive
9067,Positive
9068,Negative
9069,Negative
9070,Negative
9071,Positive
9072,Positive
9073,Positive
9074,Negative
9075,Positive
9076,Positive
9077,Positive
9078,Positive
9079,Negative
9080,Positive
9081,Positive
9082,Positive
9083,Negative
9084,Negative
9085,Positive
9086,Negative
9087,Negative
9088,Positive
9089,Positive
9090,Negative
9091,Positive
9092,Positive
9093,Negative
9094,Positive
9095,Positive
9096,Positive
9097,Positive
9098,Positive
9099,Positive
9100,Positive
9101,Positive
9102,Positive
9103,Negative
9104,Negative
9105,Negative
9106,Positive
9107,Positive
9108,Negative
9109,Positive
9110,Negative
9111,Negative
9112,Positive
9113,Positive
9114,Negative
9115,Negative
9116,Positive
9117,Positive
9118,Positive
9119,Positive
9120,Negative
9121,Positive
9122,Positive
9123,Positive
9124,Positive
9125,Negative
9126,Positive
9127,Negative
9128,Negative
9129,Positive
9130,Positive
9131,Positive
9132,Positive
9133,Positive
9134,Negative
9135,Positive
9136,Positive
9137,Negative
9138,Positive
9139,Positive
9140,Positive
9141,Positive
9142,Positive
9143,Positive
9144,Positive
9145,Positive
9146,Negative
9147,Positive
9148,Negative
9149,Negative
9150,Positive
9151,Positive
9152,Negative
9153,Positive
9154,Positive
9155,Positive
9156,Negative
9157,Positive
9158,Negative
9159,Negative
9160,Negative
9161,Positive
9162,Positive
9163,Positive
9164,Positive
9165,Positive
9166,Positive
9167,Positive
9168,Positive
9169,Positive
9170,Positive
9171,Positive
9172,Positive
9173,Negative
9174,Positive
9175,Positive
9176,Positive
9177,Negative
9178,Positive
9179,Positive
9180,Negative
9181,Positive
9182,Positive
9183,Positive
9184,Positive
9185,Negative
9186,Negative
9187,Positive
9188,Positive
9189,Negative
9190,Negative
9191,Positive
9192,Positive
9193,Positive
9194,Negative
9195,Positive
9196,Negative
9197,Positive
9198,Positive
9199,Positive
9200,Positive
9201,Negative
9202,Positive
9203,Positive
9204,Negative
9205,Positive
9206,Positive
9207,Negative
9208,Positive
9209,Positive
9210,Positive
9211,Positive
9212,Positive
9213,Positive
9214,Positive
9215,Negative
9216,Positive
9217,Negative
9218,Positive
9219,Positive
9220,Positive
9221,Negative
9222,Negative
9223,Positive
9224,Negative
9225,Negative
9226,Positive
9227,Negative
9228,Positive
9229,Positive
9230,Positive
9231,Negative
9232,Positive
9233,Positive
9234,Positive
9235,Negative
9236,Positive
9237,Positive
9238,Negative
9239,Positive
9240,Negative
9241,Positive
9242,Negative
9243,Positive
9244,Positive
9245,Positive
9246,Negative
9247,Negative
9248,Positive
9249,Positive
9250,Positive
9251,Positive
9252,Positive
9253,Positive
9254,Positive
9255,Negative
9256,Positive
9257,Positive
9258,Negative
9259,Positive
9260,Positive
9261,Negative
9262,Negative
9263,Negative
9264,Positive
9265,Negative
9266,Negative
9267,Negative
9268,Negative
9269,Negative
9270,Positive
9271,Positive
9272,Positive
9273,Negative
9274,Positive
9275,Positive
9276,Positive
9277,Positive
9278,Negative
9279,Negative
9280,Positive
9281,Positive
9282,Positive
9283,Positive
9284,Positive
9285,Positive
9286,Negative
9287,Positive
9288,Positive
9289,Positive
9290,Positive
9291,Positive
9292,Positive
9293,Positive
9294,Positive
9295,Positive
9296,Positive
9297,Negative
9298,Positive
9299,Positive
9300,Positive
9301,Positive
9302,Positive
9303,Negative
9304,Positive
9305,Positive
9306,Negative
9307,Negative
9308,Negative
9309,Positive
9310,Positive
9311,Positive
9312,Positive
9313,Negative
9314,Positive
9315,Negative
9316,Positive
9317,Negative
9318,Positive
9319,Positive
9320,Positive
9321,Positive
9322,Positive
9323,Positive
9324,Positive
9325,Positive
9326,Positive
9327,Negative
9328,Positive
9329,Negative
9330,Negative
9331,Positive
9332,Positive
9333,Negative
9334,Negative
9335,Positive
9336,Negative
9337,Negative
9338,Positive
9339,Positive
9340,Positive
9341,Positive
9342,Positive
9343,Positive
9344,Positive
9345,Positive
9346,Positive
9347,Positive
9348,Positive
9349,Positive
9350,Negative
9351,Negative
9352,Positive
9353,Negative
9354,Negative
9355,Negative
9356,Positive
9357,Negative
9358,Positive
9359,Positive
9360,Positive
9361,Positive
9362,Negative
9363,Positive
9364,Negative
9365,Positive
9366,Negative
9367,Positive
9368,Negative
9369,Negative
9370,Negative
9371,Positive
9372,Positive
9373,Negative
9374,Positive
9375,Negative
9376,Positive
9377,Negative
9378,Positive
9379,Positive
9380,Positive
9381,Positive
9382,Positive
9383,Positive
9384,Positive
9385,Negative
9386,Negative
9387,Negative
9388,Negative
9389,Negative
9390,Positive
9391,Positive
9392,Positive
9393,Positive
9394,Negative
9395,Positive
9396,Negative
9397,Negative
9398,Positive
9399,Negative
9400,Negative
9401,Positive
9402,Positive
9403,Positive
9404,Negative
9405,Negative
9406,Positive
9407,Positive
9408,Negative
9409,Positive
9410,Negative
9411,Negative
9412,Positive
9413,Negative
9414,Negative
9415,Positive
9416,Positive
9417,Positive
9418,Positive
9419,Positive
9420,Negative
9421,Negative
9422,Positive
9423,Positive
9424,Negative
9425,Negative
9426,Positive
9427,Positive
9428,Negative
9429,Negative
9430,Positive
9431,Positive
9432,Positive
9433,Positive
9434,Positive
9435,Positive
9436,Positive
9437,Positive
9438,Positive
9439,Positive
9440,Positive
9441,Positive
9442,Positive
9443,Positive
9444,Negative
9445,Positive
9446,Positive
9447,Positive
9448,Positive
9449,Positive
9450,Negative
9451,Positive
9452,Positive
9453,Positive
9454,Positive
9455,Negative
9456,Positive
9457,Positive
9458,Positive
9459,Positive
9460,Negative
9461,Positive
9462,Positive
9463,Negative
9464,Negative
9465,Negative
9466,Positive
9467,Negative
9468,Positive
9469,Positive
9470,Positive
9471,Positive
9472,Positive
9473,Positive
9474,Positive
9475,Positive
9476,Positive
9477,Positive
9478,Negative
9479,Positive
9480,Negative
9481,Positive
9482,Negative
9483,Positive
9484,Positive
9485,Negative
9486,Positive
9487,Negative
9488,Positive
9489,Positive
9490,Positive
9491,Positive
9492,Negative
9493,Negative
9494,Positive
9495,Negative
9496,Negative
9497,Positive
9498,Positive
9499,Negative
9500,Negative
9501,Positive
9502,Positive
9503,Positive
9504,Positive
9505,Positive
9506,Positive
9507,Positive
9508,Positive
9509,Positive
9510,Positive
9511,Negative
9512,Positive
9513,Positive
9514,Positive
9515,Negative
9516,Positive
9517,Positive
9518,Positive
9519,Negative
9520,Positive
9521,Positive
9522,Positive
9523,Positive
9524,Positive
9525,Negative
9526,Positive
9527,Positive
9528,Positive
9529,Positive
9530,Negative
9531,Negative
9532,Positive
9533,Negative
9534,Positive
9535,Positive
9536,Positive
9537,Positive
9538,Positive
9539,Positive
9540,Negative
9541,Positive
9542,Positive
9543,Positive
9544,Negative
9545,Positive
9546,Positive
9547,Positive
9548,Positive
9549,Negative
9550,Negative
9551,Positive
9552,Negative
9553,Positive
9554,Positive
9555,Positive
9556,Negative
9557,Negative
9558,Positive
9559,Positive
9560,Positive
9561,Positive
9562,Positive
9563,Positive
9564,Positive
9565,Positive
9566,Negative
9567,Positive
9568,Positive
9569,Negative
9570,Positive
9571,Negative
9572,Positive
9573,Negative
9574,Negative
9575,Positive
9576,Positive
9577,Positive
9578,Positive
9579,Positive
9580,Negative
9581,Negative
9582,Positive
9583,Negative
9584,Positive
9585,Positive
9586,Negative
9587,Positive
9588,Positive
9589,Positive
9590,Positive
9591,Positive
9592,Negative
9593,Positive
9594,Positive
9595,Positive
9596,Positive
9597,Positive
9598,Positive
9599,Positive
9600,Negative
9601,Positive
9602,Positive
9603,Positive
9604,Positive
9605,Positive
9606,Positive
9607,Positive
9608,Positive
9609,Positive
9610,Positive
9611,Positive
9612,Positive
9613,Positive
9614,Positive
9615,Positive
9616,Positive
9617,Positive
9618,Negative
9619,Negative
9620,Positive
9621,Negative
9622,Negative
9623,Positive
9624,Negative
9625,Positive
9626,Positive
9627,Positive
9628,Positive
9629,Positive
9630,Positive
9631,Positive
9632,Positive
9633,Positive
9634,Positive
9635,Positive
9636,Positive
9637,Negative
9638,Positive
9639,Positive
9640,Negative
9641,Positive
9642,Negative
9643,Positive
9644,Positive
9645,Positive
9646,Positive
9647,Positive
9648,Negative
9649,Positive
9650,Positive
9651,Positive
9652,Positive
9653,Negative
9654,Positive
9655,Positive
9656,Positive
9657,Negative
9658,Positive
9659,Positive
9660,Negative
9661,Positive
9662,Positive
9663,Positive
9664,Positive
9665,Positive
9666,Positive
9667,Positive
9668,Negative
9669,Positive
9670,Positive
9671,Negative
9672,Positive
9673,Positive
9674,Negative
9675,Positive
9676,Positive
9677,Positive
9678,Negative
9679,Positive
9680,Negative
9681,Positive
9682,Positive
9683,Negative
9684,Positive
9685,Negative
9686,Positive
9687,Positive
9688,Positive
9689,Negative
9690,Positive
9691,Positive
9692,Positive
9693,Positive
9694,Positive
9695,Positive
9696,Positive
9697,Positive
9698,Negative
9699,Positive
9700,Negative
9701,Positive
9702,Negative
9703,Positive
9704,Positive
9705,Positive
9706,Positive
9707,Negative
9708,Positive
9709,Positive
9710,Positive
9711,Negative
9712,Positive
9713,Positive
9714,Negative
9715,Positive
9716,Negative
9717,Positive
9718,Positive
9719,Positive
9720,Positive
9721,Positive
9722,Positive
9723,Positive
9724,Positive
9725,Positive
9726,Negative
9727,Positive
9728,Positive
9729,Negative
9730,Positive
9731,Negative
9732,Positive
9733,Negative
9734,Negative
9735,Negative
9736,Positive
9737,Positive
9738,Positive
9739,Negative
9740,Positive
9741,Positive
9742,Positive
9743,Positive
9744,Positive
9745,Positive
9746,Negative
9747,Negative
9748,Positive
9749,Positive
9750,Positive
9751,Negative
9752,Negative
9753,Positive
9754,Negative
9755,Negative
9756,Negative
9757,Positive
9758,Negative
9759,Negative
9760,Positive
9761,Negative
9762,Positive
9763,Positive
9764,Positive
9765,Negative
9766,Positive
9767,Positive
9768,Positive
9769,Negative
9770,Positive
9771,Negative
9772,Negative
9773,Negative
9774,Positive
9775,Negative
9776,Positive
9777,Positive
9778,Positive
9779,Positive
9780,Positive
9781,Positive
9782,Positive
9783,Positive
9784,Positive
9785,Positive
9786,Negative
9787,Negative
9788,Positive
9789,Negative
9790,Positive
9791,Positive
9792,Positive
9793,Negative
9794,Negative
9795,Negative
9796,Negative
9797,Negative
9798,Negative
9799,Negative
9800,Positive
9801,Positive
9802,Positive
9803,Positive
9804,Negative
9805,Negative
9806,Negative
9807,Negative
9808,Negative
9809,Positive
9810,Positive
9811,Negative
9812,Negative
9813,Positive
9814,Positive
9815,Positive
9816,Negative
9817,Positive
9818,Positive
9819,Positive
9820,Positive
9821,Negative
9822,Positive
9823,Positive
9824,Negative
9825,Positive
9826,Positive
9827,Negative
9828,Negative
9829,Negative
9830,Positive
9831,Negative
9832,Positive
9833,Positive
9834,Positive
9835,Positive
9836,Positive
9837,Positive
9838,Positive
9839,Positive
9840,Negative
9841,Positive
9842,Positive
9843,Positive
9844,Positive
9845,Negative
9846,Negative
9847,Negative
9848,Negative
9849,Negative
9850,Positive
9851,Positive
9852,Negative
9853,Negative
9854,Positive
9855,Positive
9856,Negative
9857,Positive
9858,Positive
9859,Positive
9860,Positive
9861,Negative
9862,Positive
9863,Positive
9864,Negative
9865,Positive
9866,Positive
9867,Positive
9868,Positive
9869,Positive
9870,Positive
9871,Positive
9872,Positive
9873,Positive
9874,Positive
9875,Positive
9876,Negative
9877,Positive
9878,Positive
9879,Negative
9880,Positive
9881,Positive
9882,Positive
9883,Positive
9884,Positive
9885,Positive
9886,Negative
9887,Positive
9888,Positive
9889,Positive
9890,Positive
9891,Positive
9892,Negative
9893,Positive
9894,Negative
9895,Negative
9896,Positive
9897,Positive
9898,Negative
9899,Negative
9900,Positive
9901,Positive
9902,Negative
9903,Positive
9904,Positive
9905,Positive
9906,Negative
9907,Positive
9908,Positive
9909,Positive
9910,Positive
9911,Negative
9912,Positive
9913,Negative
9914,Positive
9915,Negative
9916,Positive
9917,Negative
9918,Positive
9919,Negative
9920,Positive
9921,Positive
9922,Positive
9923,Negative
9924,Positive
9925,Negative
9926,Positive
9927,Positive
9928,Positive
9929,Positive
9930,Negative
9931,Negative
9932,Negative
9933,Positive
9934,Positive
9935,Negative
9936,Positive
9937,Negative
9938,Positive
9939,Positive
9940,Negative
9941,Negative
9942,Positive
9943,Positive
9944,Positive
9945,Positive
9946,Negative
9947,Negative
9948,Positive
9949,Positive
9950,Negative
9951,Negative
9952,Positive
9953,Positive
9954,Positive
9955,Negative
9956,Negative
9957,Negative
9958,Positive
9959,Positive
9960,Positive
9961,Positive
9962,Negative
9963,Positive
9964,Positive
9965,Positive
9966,Negative
9967,Positive
9968,Negative
9969,Positive
9970,Negative
9971,Negative
9972,Negative
9973,Positive
9974,Positive
9975,Positive
9976,Negative
9977,Positive
9978,Negative
9979,Positive
9980,Positive
9981,Positive
9982,Positive
9983,Positive
9984,Positive
9985,Negative
9986,Positive
9987,Positive
9988,Positive
9989,Positive
9990,Positive
9991,Positive
9992,Positive
9993,Negative
9994,Positive
9995,Positive
9996,Positive
9997,Positive
9998,Negative
9999,Positive
10000,Negative
10001,Positive
10002,Positive
10003,Negative
10004,Negative
10005,Positive
10006,Positive
10007,Negative
10008,Negative
10009,Positive
10010,Positive
10011,Positive
10012,Negative
10013,Positive
10014,Negative
10015,Positive
10016,Positive
10017,Positive
10018,Positive
10019,Negative
10020,Positive
10021,Positive
10022,Positive
10023,Positive
10024,Positive
10025,Positive
10026,Positive
10027,Negative
10028,Negative
10029,Positive
10030,Negative
10031,Negative
10032,Positive
10033,Positive
10034,Positive
10035,Positive
10036,Negative
10037,Positive
10038,Negative
10039,Positive
10040,Positive
10041,Negative
10042,Positive
10043,Positive
10044,Positive
10045,Positive
10046,Positive
10047,Positive
10048,Positive
10049,Positive
10050,Positive
10051,Negative
10052,Positive
10053,Negative
10054,Positive
10055,Positive
10056,Positive
10057,Positive
10058,Positive
10059,Negative
10060,Positive
10061,Positive
10062,Positive
10063,Positive
10064,Positive
10065,Negative
10066,Positive
10067,Positive
10068,Negative
10069,Negative
10070,Positive
10071,Positive
10072,Positive
10073,Negative
10074,Positive
10075,Positive
10076,Positive
10077,Positive
10078,Positive
10079,Positive
10080,Positive
10081,Negative
10082,Negative
10083,Positive
10084,Positive
10085,Positive
10086,Positive
10087,Positive
10088,Positive
10089,Negative
10090,Positive
10091,Negative
10092,Negative
10093,Negative
10094,Positive
10095,Positive
10096,Positive
10097,Positive
10098,Positive
10099,Positive
10100,Negative
10101,Negative
10102,Positive
10103,Negative
10104,Positive
10105,Positive
10106,Positive
10107,Negative
10108,Positive
10109,Positive
10110,Positive
10111,Negative
10112,Negative
10113,Positive
10114,Positive
10115,Negative
10116,Negative
10117,Positive
10118,Positive
10119,Positive
10120,Positive
10121,Negative
10122,Negative
10123,Positive
10124,Positive
10125,Positive
10126,Positive
10127,Positive
10128,Negative
10129,Positive
10130,Negative
10131,Positive
10132,Positive
10133,Positive
10134,Positive
10135,Positive
10136,Negative
10137,Positive
10138,Negative
10139,Positive
10140,Negative
10141,Negative
10142,Negative
10143,Positive
10144,Positive
10145,Negative
10146,Positive
10147,Positive
10148,Positive
10149,Positive
10150,Positive
10151,Positive
10152,Positive
10153,Positive
10154,Positive
10155,Negative
10156,Positive
10157,Positive
10158,Positive
10159,Positive
10160,Positive
10161,Positive
10162,Positive
10163,Positive
10164,Positive
10165,Positive
10166,Negative
10167,Positive
10168,Positive
10169,Negative
10170,Positive
10171,Negative
10172,Negative
10173,Positive
10174,Negative
10175,Positive
10176,Positive
10177,Positive
10178,Positive
10179,Positive
10180,Positive
10181,Positive
10182,Negative
10183,Positive
10184,Negative
10185,Positive
10186,Positive
10187,Positive
10188,Positive
10189,Positive
10190,Negative
10191,Negative
10192,Positive
10193,Negative
10194,Positive
10195,Positive
10196,Positive
10197,Negative
10198,Positive
10199,Positive
10200,Positive
10201,Positive
10202,Positive
10203,Negative
10204,Positive
10205,Positive
10206,Negative
10207,Positive
10208,Positive
10209,Negative
10210,Negative
10211,Positive
10212,Positive
10213,Positive
10214,Positive
10215,Positive
10216,Negative
10217,Positive
10218,Positive
10219,Positive
10220,Positive
10221,Negative
10222,Positive
10223,Positive
10224,Negative
10225,Negative
10226,Positive
10227,Negative
