Bitcoin_2019_2021
Date,Open,High,Low,Close,Volume,change (%),change in next day (%),NextDayPrice,DayafterTmrw
2019/02/01,3460.547119,3501.954102,3431.591553,3487.945313,5422926707,0.792,1.046,3467.574707,3447.924316
2019/02/02,3484.625977,3523.287354,3467.574707,3521.060791,5071623601,1.046,-1.482,3447.924316,3442.586914
2019/02/03,3516.139648,3521.388184,3447.924316,3464.013428,5043937584,-1.482,-0.232,3442.586914,3451.937012
2019/02/04,3467.21167,3476.223877,3442.586914,3459.154053,5332718886,-0.232,0.33,3451.937012,3398.56543
2019/02/05,3454.950928,3478.148193,3451.937012,3466.357422,5227549545,0.33,-1.595,3398.56543,3394.218506
2019/02/06,3469.091797,3469.091797,3398.56543,3413.767822,5482196038,-1.595,-0.453,3394.218506,3391.023682
2019/02/07,3414.929443,3427.945557,3394.218506,3399.47168,5004962683,-0.453,7.803,3391.023682,3646.559326
2019/02/08,3401.376465,3695.614014,3391.023682,3666.780273,7735623101,7.803,-0.01,3646.559326,3640.97998
2019/02/09,3671.585938,3679.941406,3646.559326,3671.203613,6158833645,-0.01,0.462,3640.97998,3642.287842
2019/02/10,3673.201416,3695.036133,3640.97998,3690.188232,6282256903,0.462,-1.277,3642.287842,3618.556885
2019/02/11,3695.613037,3695.613037,3642.287842,3648.430664,6277056434,-1.277,0.296,3618.556885,3617.246338
2019/02/12,3642.751953,3668.586914,3618.556885,3653.528564,6480384532,0.296,-0.589,3617.246338,3607.697754
2019/02/13,3653.604004,3669.746582,3617.246338,3632.070557,6438903823,-0.589,-0.394,3607.697754,3608.206543
2019/02/14,3631.170166,3646.256592,3607.697754,3616.880859,6271044418,-0.394,0.095,3608.206543,3615.270264
2019/02/15,3617.368408,3647.795166,3608.206543,3620.810791,6091952231,0.095,0.402,3615.270264,3619.182129
2019/02/16,3615.270264,3652.841309,3615.270264,3629.787598,5934744052,0.402,1.114,3619.182129,3669.982422
2019/02/17,3633.359375,3680.537354,3619.182129,3673.836182,7039512503,1.114,6.655,3669.982422,3908.153076
2019/02/18,3671.369873,3936.665039,3669.982422,3915.714355,9908216640,6.655,0.906,3908.153076,3926.246826
2019/02/19,3911.661621,4010.879395,3908.153076,3947.094482,9933626655,0.906,1.346,3926.246826,3940.108154
2019/02/20,3946.685059,4000.486328,3926.246826,3999.820557,8693373948,1.346,-1.153,3940.108154,3950.816406
2019/02/21,4000.256836,4010.009521,3940.108154,3954.118164,7775128102,-1.153,1.344,3950.816406,3968.726807
2019/02/22,3952.406494,4006.53833,3950.816406,4005.526611,7826525254,1.344,3.591,3968.726807,3793.708984
2019/02/23,3998.91626,4166.286133,3968.726807,4142.526855,8922258316,3.591,-8.082,3793.708984,3807.002441
2019/02/24,4145.458008,4210.641602,3793.708984,3810.42749,10794227451,-8.082,1.988,3807.002441,3837.986328
2019/02/25,3807.002441,3913.707275,3807.002441,3882.696289,9318796067,1.988,-0.628,3837.986328,3787.058838
2019/02/26,3878.697266,3891.578857,3837.986328,3854.35791,7931218996,-0.628,-0.167,3787.058838,3845.821289
2019/02/27,3857.479736,3888.80249,3787.058838,3851.047363,8301309684,-0.167,0.17,3845.821289,3851.692383
2019/02/28,3848.261963,3906.05835,3845.821289,3854.7854,8399767798,0.17,0.151,3851.692383,3832.12793
2019/03/01,3853.75708,3907.79541,3851.692383,3859.58374,7661247975,0.151,0.236,3832.12793,3836.905762
2019/03/02,3855.318115,3874.607422,3832.12793,3864.415039,7578786076,0.236,-0.391,3836.905762,3733.749756
2019/03/03,3862.266113,3875.483643,3836.905762,3847.175781,7253558152,-0.391,-2.172,3733.749756,3745.183105
2019/03/04,3845.091553,3867.381836,3733.749756,3761.557129,9029175788,-2.172,3.632,3745.183105,3871.460693
2019/03/05,3759.83252,3903.916748,3745.183105,3896.375,10174126415,3.632,0.176,3871.460693,3894.113037
2019/03/06,3897.081055,3919.510498,3871.460693,3903.942627,9175291529,0.176,0.208,3894.113037,3875.228516
2019/03/07,3903.384766,3939.373291,3894.113037,3911.484375,9584165519,0.208,-0.309,3875.228516,3892.390381
2019/03/08,3913.22583,3950.432129,3875.228516,3901.131592,10638638944,-0.309,1.766,3892.390381,3924.381104
2019/03/09,3894.55249,3987.237793,3892.390381,3963.313721,10796103518,1.766,-0.367,3924.381104,3889.239014
2019/03/10,3966.174316,3966.174316,3924.381104,3951.599854,9713267607,-0.367,-1.227,3889.239014,3863.559082
2019/03/11,3953.740234,3966.384766,3889.239014,3905.227295,10125901903,-1.227,0.138,3863.559082,3891.904297
2019/03/12,3903.758301,3926.88916,3863.559082,3909.15625,9809887079,0.138,-0.162,3891.904297,3901.296875
2019/03/13,3913.047363,3926.597656,3891.904297,3906.717285,9469184841,-0.162,0.481,3901.296875,3914.015381
2019/03/14,3905.576904,3946.504395,3901.296875,3924.369141,10480789570,0.481,0.872,3914.015381,3961.657471
2019/03/15,3926.66333,3968.542969,3914.015381,3960.911133,9394210605,0.872,2.14,3961.657471,4006.411133
2019/03/16,3963.900146,4077.036377,3961.657471,4048.72583,9856166973,2.14,-0.556,4006.411133,4009.117188
2019/03/17,4047.719482,4054.12207,4006.411133,4025.229004,8221625400,-0.556,0.063,4009.117188,4023.8125
2019/03/18,4029.968506,4071.556641,4009.117188,4032.507324,9646954186,0.063,0.955,4023.8125,4031.11084
2019/03/19,4032.691895,4082.216064,4023.8125,4071.190186,9344919956,0.955,0.41,4031.11084,4005.151367
2019/03/20,4070.793945,4089.461914,4031.11084,4087.476318,10175916388,0.41,-1.338,4005.151367,4021.54248
2019/03/21,4083.953857,4097.359863,4005.151367,4029.326904,10831212662,-1.338,-0.113,4021.54248,4015.9646
2019/03/22,4028.514648,4053.906738,4021.54248,4023.968262,9252935969,-0.113,0.326,4015.9646,4006.192871
2019/03/23,4022.713379,4049.882568,4015.9646,4035.826416,9578850549,0.326,-0.322,4006.192871,3934.03125
2019/03/24,4035.163574,4040.699707,4006.192871,4022.168213,9144851065,-0.322,-1.517,3934.03125,3944.753174
2019/03/25,4024.112793,4038.84082,3934.03125,3963.070557,10359818883,-1.517,0.399,3944.753174,3977.810547
2019/03/26,3969.22876,3985.080811,3944.753174,3985.080811,10707678815,0.399,2.581,3977.810547,4040.266357
2019/03/27,3984.244873,4087.066162,3977.810547,4087.066162,10897131934,2.581,-0.452,4040.266357,4034.097168
2019/03/28,4087.584473,4094.9021,4040.266357,4069.107178,9353915899,-0.452,0.739,4034.097168,4053.909668
2019/03/29,4068.299805,4113.500977,4034.097168,4098.374512,10918665557,0.739,0.355,4053.909668,4094.10083
2019/03/30,4092.13623,4296.806641,4053.909668,4106.660156,9732688060,0.355,-0.001,4094.10083,4096.901367
2019/03/31,4105.456055,4113.023438,4094.10083,4105.404297,9045122443,-0.001,1.287,4096.901367,4155.316895
2019/04/01,4105.362305,4164.953125,4096.901367,4158.183105,10157794171,1.287,17.392,4155.316895,4876.621094
2019/04/02,4156.919434,4905.95459,4155.316895,4879.87793,21315047816,17.392,1.907,4876.621094,4836.793945
2019/04/03,4879.958008,5307.003418,4876.621094,4973.021973,22899891582,1.907,-0.976,4836.793945,4919.491699
2019/04/04,4971.307617,5063.159668,4836.793945,4922.798828,18251810240,-0.976,2.313,4919.491699,4992.222168
2019/04/05,4922.806152,5053.509766,4919.491699,5036.681152,16837325387,2.313,0.457,4992.222168,5050.412109
2019/04/06,5036.792969,5205.821777,4992.222168,5059.817383,16929795194,0.457,2.688,5050.412109,5148.211914
2019/04/07,5062.793945,5235.186523,5050.412109,5198.896973,16655416140,2.688,1.73,5148.211914,5167.418945
2019/04/08,5199.835449,5318.836426,5148.211914,5289.770996,17154113634,1.73,-1.606,5167.418945,5193.382324
2019/04/09,5289.917969,5289.917969,5167.418945,5204.958496,14722104361,-1.606,2.314,5193.382324,5017.296387
2019/04/10,5204.105469,5421.651367,5193.382324,5324.551758,15504590933,2.314,-4.894,5017.296387,4955.852539
2019/04/11,5325.081543,5354.225586,5017.296387,5064.487793,16555616019,-4.894,0.56,4955.852539,5061.589355
2019/04/12,5061.200684,5103.274414,4955.852539,5089.539063,13675206312,0.56,0.152,5061.589355,5053.568359
2019/04/13,5088.850098,5127.12207,5061.589355,5096.586426,10823289598,0.152,1.412,5053.568359,5024.069336
2019/04/14,5095.758789,5184.016113,5053.568359,5167.722168,10391952498,1.412,-1.939,5024.069336,5055.194824
2019/04/15,5167.321777,5196.606934,5024.069336,5067.108398,12290155061,-1.939,3.335,5055.194824,5219.205566
2019/04/16,5066.577637,5238.945313,5055.194824,5235.55957,11618660197,3.335,0.302,5219.205566,5250.506836
2019/04/17,5236.135254,5274.275391,5219.205566,5251.937988,12438480677,0.302,0.893,5250.506836,5233.334961
2019/04/18,5251.480469,5319.986328,5250.506836,5298.385742,13256489918,0.893,0.107,5233.334961,5295.87793
2019/04/19,5298.154297,5336.680176,5233.334961,5303.8125,13780238655,0.107,0.636,5295.87793,5257.339355
2019/04/20,5304.160645,5358.490723,5295.87793,5337.88623,13169647522,0.636,-0.4,5257.339355,5280.276855
2019/04/21,5335.878906,5359.924805,5257.339355,5314.53125,13731844223,-0.4,1.635,5280.276855,5389.408691
2019/04/22,5312.494629,5422.6875,5280.276855,5399.365234,14601631648,1.635,3.204,5389.408691,5418.263184
2019/04/23,5399.365723,5633.802246,5389.408691,5572.362305,15867308108,3.204,-1.914,5418.263184,5181.338867
2019/04/24,5571.508301,5642.044434,5418.263184,5464.866699,17048033399,-1.914,-4.683,5181.338867,5177.368652
2019/04/25,5466.524414,5542.238281,5181.338867,5210.515625,15330283408,-4.683,1.325,5177.368652,5233.635742
2019/04/26,5210.304688,5383.634277,5177.368652,5279.348145,16812108040,1.325,-0.212,5233.635742,5255.683594
2019/04/27,5279.471191,5310.75,5233.635742,5268.291016,13111274675,-0.212,0.254,5255.683594,5216.487793
2019/04/28,5271.746582,5326.231934,5255.683594,5285.13916,12819992056,0.254,-0.71,5216.487793,5224.189941
2019/04/29,5284.858398,5311.274902,5216.487793,5247.352539,13735490672,-0.71,1.963,5224.189941,5347.645996
2019/04/30,5247.726074,5363.257324,5224.189941,5350.726563,13878964574,1.963,0.968,5347.645996,5394.217285
2019/05/01,5350.914551,5418.003906,5347.645996,5402.697266,13679528236,0.968,1.904,5394.217285,5490.20166
2019/05/02,5402.422852,5522.262695,5394.217285,5505.283691,14644460907,1.904,4.772,5490.20166,5645.469238
2019/05/03,5505.552246,5865.881836,5490.20166,5768.289551,18720780006,4.772,1.074,5645.469238,5708.035156
2019/05/04,5769.202637,5886.893555,5645.469238,5831.16748,17567780766,1.074,-0.606,5708.035156,5653.6875
2019/05/05,5831.068359,5833.862793,5708.035156,5795.708496,14808830723,-0.606,-0.775,5653.6875,5741.395996
2019/05/06,5791.693359,5802.95752,5653.6875,5746.807129,15737171804,-0.775,1.46,5741.395996,5794.71582
2019/05/07,5745.599121,5988.178223,5741.395996,5829.501465,18026409033,1.46,2.273,5794.71582,5982.316406
2019/05/08,5849.481445,5989.980957,5794.71582,5982.45752,15320605300,2.273,3.213,5982.316406,6161.519043
2019/05/09,5982.316406,6183.039063,5982.316406,6174.528809,16784645411,3.213,3.287,6161.519043,6375.69873
2019/05/10,6175.822754,6434.617676,6161.519043,6378.849121,19419875368,3.287,12.933,6375.69873,6815.770996
2019/05/11,6379.666992,7333.00293,6375.69873,7204.771484,28867562329,12.933,-3.209,6815.770996,6898.282227
2019/05/12,7203.507324,7503.87207,6815.770996,6972.371582,27773333680,-3.209,12.103,6898.282227,7696.391113
2019/05/13,6971.178223,8047.413086,6898.282227,7814.915039,28677672181,12.103,2.389,7696.391113,7899.106934
2019/05/14,7807.884277,8268.712891,7696.391113,7994.416016,32031452227,2.389,2.701,7899.106934,7729.608398
2019/05/15,7989.374512,8216.423828,7899.106934,8205.167969,28344112920,2.701,-3.778,7729.608398,7038.124512
2019/05/16,8194.500977,8320.824219,7729.608398,7884.90918,33167197581,-3.778,-6.885,7038.124512,7251.504395
2019/05/17,7886.925781,7929.145508,7038.124512,7343.895508,30066644905,-6.885,-0.96,7251.504395,7267.962891
2019/05/18,7341.664551,7447.271973,7251.504395,7271.208008,21354286562,-0.96,12.792,7267.962891,7678.781738
2019/05/19,7267.962891,8261.941406,7267.962891,8197.689453,25902422040,12.792,-2.667,7678.781738,7843.339844
2019/05/20,8196.923828,8200.967773,7678.781738,7978.309082,23843404340,-2.667,-0.184,7843.339844,7615.987305
2019/05/21,7977.969238,8062.167969,7843.339844,7963.327637,25127245056,-0.184,-3.472,7615.987305,7533.196777
2019/05/22,7956.291992,7997.612305,7615.987305,7680.066406,24719473175,-3.472,2.665,7533.196777,7824.44873
2019/05/23,7677.269043,7943.791504,7533.196777,7881.84668,24457107820,2.665,1.341,7824.44873,7965.976074
2019/05/24,7881.695313,8140.719727,7824.44873,7987.371582,25919126991,1.341,0.759,7965.976074,7924.67041
2019/05/25,7991.885254,8117.925781,7965.976074,8052.543945,22256813107,0.759,7.672,7924.67041,8668.705078
2019/05/26,8055.206055,8687.520508,7924.67041,8673.21582,26677970091,7.672,1.518,8668.705078,8634.72168
2019/05/27,8674.072266,8907.174805,8668.705078,8805.77832,27949839564,1.518,-0.941,8634.72168,8482.728516
2019/05/28,8802.757813,8807.016602,8634.72168,8719.961914,24226919267,-0.941,-0.678,8482.728516,8221.273438
2019/05/29,8718.591797,8755.852539,8482.728516,8659.487305,23473479966,-0.678,-3.952,8221.273438,8172.550781
2019/05/30,8661.760742,9008.314453,8221.273438,8319.472656,29246528551,-3.952,3.055,8172.550781,8481.578125
2019/05/31,8320.286133,8586.65918,8172.550781,8574.501953,25365190957,3.055,-0.115,8481.578125,8561.235352
2019/06/01,8573.839844,8625.600586,8481.578125,8564.016602,22488303544,-0.115,2.072,8561.235352,8204.185547
2019/06/02,8565.473633,8809.303711,8561.235352,8742.958008,20266216022,2.072,-6.094,8204.185547,7564.48877
2019/06/03,8741.74707,8743.5,8204.185547,8208.995117,22004511436,-6.094,-6.129,7564.48877,7668.668457
2019/06/04,8210.985352,8210.985352,7564.48877,7707.770996,24609731549,-6.129,1.556,7668.668457,7571.471191
2019/06/05,7704.343262,7901.849121,7668.668457,7824.231445,21760923463,1.556,0.031,7571.471191,7788.373535
2019/06/06,7819.633301,7937.34082,7571.471191,7822.023438,19474611077,0.031,2.773,7788.373535,7837.61084
2019/06/07,7826.901367,8126.15332,7788.373535,8043.951172,19141423231,2.773,-1.028,7837.61084,7583.219727
2019/06/08,8036.774902,8076.891113,7837.61084,7954.12793,16522722810,-1.028,-3.291,7583.219727,7586.730957
2019/06/09,7949.674805,7975.974121,7583.219727,7688.077148,16610726547,-3.291,4.005,7586.730957,7772.803711
2019/06/10,7692.284668,8031.909668,7586.730957,8000.32959,18689275117,4.005,-0.956,7772.803711,7862.359863
2019/06/11,8004.243652,8026.394043,7772.803711,7927.714355,17107279932,-0.956,2.781,7862.359863,8087.061035
2019/06/12,7925.434082,8196.648438,7862.359863,8145.857422,19034432883,2.781,1.048,8087.061035,8183.393066
2019/06/13,8145.54541,8311.567383,8087.061035,8230.923828,18669407147,1.048,5.624,8183.393066,8618.395508
2019/06/14,8230.898438,8710.636719,8183.393066,8693.833008,19831162906,5.624,1.71,8618.395508,8814.556641
2019/06/15,8689.746094,8859.12793,8618.395508,8838.375,18371033226,1.71,1.731,8814.556641,8988.923828
2019/06/16,8841.44043,9335.867188,8814.556641,8994.488281,23348550311,1.731,3.687,8988.923828,9004.901367
2019/06/17,8988.923828,9416.407227,8988.923828,9320.352539,15562951919,3.687,-2.718,9004.901367,9070.395508
2019/06/18,9335.466797,9348.374023,9004.901367,9081.762695,15848210536,-2.718,2.146,9070.395508,9232.484375
2019/06/19,9078.727539,9299.621094,9070.395508,9273.521484,15546809946,2.146,2.74,9232.484375,9525.074219
2019/06/20,9273.060547,9594.419922,9232.484375,9527.160156,17846823784,2.74,6.504,9525.074219,10107.03516
2019/06/21,9525.074219,10144.55664,9525.074219,10144.55664,20624008643,6.504,5.167,10107.03516,10556.0957
2019/06/22,10175.92383,11157.3457,10107.03516,10701.69141,29995204861,5.167,1.483,10556.0957,10610.42773
2019/06/23,10696.69141,11246.14453,10556.0957,10855.37109,20998326502,1.483,1.45,10610.42773,11007.20215
2019/06/24,10853.74414,11065.89648,10610.42773,11011.10254,19271652365,1.45,7.12,11007.20215,11755.59766
2019/06/25,11007.20215,11790.91699,11007.20215,11790.91699,24879684533,7.12,10.508,11755.59766,10491.85254
2019/06/26,11778.58106,13796.48926,11755.59766,13016.23145,45105733173,10.508,-14.092,10491.85254,10914.49512
2019/06/27,13017.125,13311.14453,10491.85254,11182.80664,39977475223,-14.092,11.155,10914.49512,11508.37891
2019/06/28,11162.16797,12445.17481,10914.49512,12407.33203,35087757766,11.155,-3.559,11508.37891,10799.00879
2019/06/29,12400.76367,12400.91016,11508.37891,11959.37109,29923961128,-3.559,-9.343,10799.00879,10089.31445
2019/06/30,11931.99121,12178.38379,10799.00879,10817.15527,27256473494,-9.343,-1.98,10089.31445,9737.884766
2019/07/01,10796.93066,11206.43945,10089.31445,10583.13477,29378589324,-1.98,2.012,9737.884766,10818.15625
2019/07/02,10588.68359,10912.18848,9737.884766,10801.67773,31015895223,2.012,10.567,10818.15625,11166.56934
2019/07/03,10818.15625,11968.07813,10818.15625,11961.26953,30796494294,10.567,-6.325,11166.56934,10874.96484
2019/07/04,11972.71875,12006.0752,11166.56934,11215.4375,25920294033,-6.325,-2.005,10874.96484,10982.54395
2019/07/05,11203.10254,11395.66113,10874.96484,10978.45996,23838480210,-2.005,2.058,10982.54395,11148.80469
2019/07/06,10982.54395,11620.96484,10982.54395,11208.55078,21092024306,2.058,2.079,11148.80469,11393.37402
2019/07/07,11217.61621,11541.62012,11148.80469,11450.84668,19369044277,2.079,7.333,11393.37402,12233.26172
2019/07/08,11446.59668,12345.83301,11393.37402,12285.95801,23482551458,7.333,2.357,12233.26172,11710.97852
2019/07/09,12284.32617,12779.13184,12233.26172,12573.8125,28167921523,2.357,-3.301,11710.97852,11158.92285
2019/07/10,12571.53711,13129.5293,11710.97852,12156.5127,33627574244,-3.301,-6.434,11158.92285,11179.14453
2019/07/11,12139.71387,12144.62305,11158.92285,11358.66211,28595327690,-6.434,4.066,11179.14453,10908.47949
2019/07/12,11354.29981,11905.48731,11179.14453,11815.98633,23534692797,4.066,-3.562,10908.47949,10234.57617
2019/07/13,11813.12695,11841.95703,10908.47949,11392.37891,21042616384,-3.562,-9.885,10234.57617,9992.006836
2019/07/14,11381.02051,11451.2041,10234.57617,10256.05859,22486000001,-9.885,6.212,9992.006836,9448.106445
2019/07/15,10257.83887,11052.7666,9992.006836,10895.08984,25384047207,6.212,-13.022,9448.106445,9163.134766
2019/07/16,10896.65332,10996.63281,9448.106445,9477.641602,24151199070,-13.022,2.35,9163.134766,9376.798828
2019/07/17,9471.213867,9963.134766,9163.134766,9693.802734,24569921549,2.35,9.981,9376.798828,10229.62891
2019/07/18,9698.50293,10736.84277,9376.798828,10666.48242,25187024648,9.981,-1.157,10229.62891,10451.27637
2019/07/19,10653.95606,10716.98047,10229.62891,10530.73242,20727426310,-1.157,2.293,10451.27637,10389.59961
2019/07/20,10525.81934,11048.66211,10451.27637,10767.13965,20206615155,2.293,-1.656,10389.59961,10154.92188
2019/07/21,10777.5293,10841.8877,10389.59961,10599.10547,17130580467,-1.656,-2.395,10154.92188,9883.594727
2019/07/22,10596.94824,10651.79102,10154.92188,10343.10645,16334414913,-2.395,-4.31,9883.594727,9614.306641
2019/07/23,10346.74805,10346.74805,9883.594727,9900.767578,17851916995,-4.31,-0.767,9614.306641,9773.957031
2019/07/24,9887.730469,9908.796875,9614.306641,9811.925781,17398734322,-0.767,1.047,9773.957031,9717.982422
2019/07/25,9809.09668,10154.25391,9773.957031,9911.841797,15821952090,1.047,-0.432,9717.982422,9411.521484
2019/07/26,9913.126953,9916.517578,9717.982422,9870.303711,14495714483,-0.432,-3.986,9411.521484,9252.296875
2019/07/27,9871.165039,10167.32031,9411.521484,9477.677734,16817809536,-3.986,0.645,9252.296875,9472.948242
2019/07/28,9491.626953,9575.544922,9252.296875,9552.860352,13738687093,0.645,-0.304,9472.948242,9437.335938
2019/07/29,9548.178711,9681.648438,9472.948242,9519.145508,13791445323,-0.304,0.894,9437.335938,9598.097656
2019/07/30,9522.329102,9701.759766,9437.335938,9607.423828,13829811132,0.894,5.014,9598.097656,9922.019531
2019/07/31,9604.050781,10085.62793,9598.097656,10085.62793,16631520648,5.014,3.198,9922.019531,10371.01367
2019/08/01,10077.44238,10446.91992,9922.019531,10399.66895,17165337858,3.198,1.116,10371.01367,10503.50488
2019/08/02,10402.04297,10657.95313,10371.01367,10518.17481,17489094082,1.116,2.875,10503.50488,10620.27832
2019/08/03,10519.27832,10946.78125,10503.50488,10821.72656,15352685061,2.875,1.373,10620.27832,10960.73535
2019/08/04,10821.63281,11009.20703,10620.27832,10970.18457,16530894787,1.373,7.709,10960.73535,11290.73145
2019/08/05,10960.73535,11895.0918,10960.73535,11805.65332,23875988832,7.709,-2.822,11290.73145,11433.70117
2019/08/06,11811.54492,12273.82129,11290.73145,11478.16895,23635107660,-2.822,4.059,11433.70117,11556.16797
2019/08/07,11476.19336,12036.99023,11433.70117,11941.96875,22194988641,4.059,0.103,11556.16797,11709.74512
2019/08/08,11954.04004,11979.41992,11556.16797,11966.40723,19481591730,0.103,-0.757,11709.74512,11323.89844
2019/08/09,11953.46973,11970.45801,11709.74512,11862.93652,18339989960,-0.757,-4.279,11323.89844,11248.29492
2019/08/10,11861.55664,11915.65527,11323.89844,11354.02441,18125355447,-4.279,1.532,11248.29492,11320.95117
2019/08/11,11349.74023,11523.5791,11248.29492,11523.5791,15774371518,1.532,-1.263,11320.95117,10830.32715
2019/08/12,11528.18945,11528.18945,11320.95117,11382.61621,13647198229,-1.263,-4.297,10830.32715,10028.13574
2019/08/13,11385.05273,11420.04981,10830.32715,10895.83008,16681503537,-4.297,-7.694,10028.13574,9675.316406
2019/08/14,10889.48731,10889.55664,10028.13574,10051.7041,19990838300,-7.694,2.721,9675.316406,9855.478516
2019/08/15,10038.42188,10437.41113,9675.316406,10311.5459,22899115082,2.721,0.532,9855.478516,10086.69824
2019/08/16,10319.41992,10524.34961,9855.478516,10374.33887,20228207096,0.532,-1.226,10086.69824,10119.09473
2019/08/17,10358.72266,10452.625,10086.69824,10231.74414,13778035685,-1.226,1.102,10119.09473,10313.2041
2019/08/18,10233.00586,10487.07031,10119.09473,10345.81055,12999813869,1.102,5.466,10313.2041,10618.96094
2019/08/19,10350.2832,10916.05371,10313.2041,10916.05371,16038264603,5.466,-1.403,10618.96094,9962.72168
2019/08/20,10916.34668,10947.04199,10618.96094,10763.23242,15053082175,-1.403,-5.82,9962.72168,9831.462891
2019/08/21,10764.57227,10798.72949,9962.72168,10138.04981,19473084768,-5.82,-0.113,9831.462891,10078.19238
2019/08/22,10142.52148,10232.99609,9831.462891,10131.05566,17097508856,-0.113,2.68,10078.19238,9982.296875
2019/08/23,10136.30957,10442.44336,10078.19238,10407.96484,15627023886,2.68,-2.38,9982.296875,10008.78906
2019/08/24,10407.64453,10418.02051,9982.296875,10159.96094,15451030650,-2.38,-0.219,10008.78906,10126.29981
2019/08/25,10160.73731,10304.62207,10008.78906,10138.51758,14153856610,-0.219,2.415,10126.29981,10087.30078
2019/08/26,10126.29981,10512.32813,10126.29981,10370.82031,18438654080,2.415,-1.806,10087.30078,9716.65625
2019/08/27,10372.82617,10381.32813,10087.30078,10185.5,14762609503,-1.806,-4.401,9716.65625,9421.629883
2019/08/28,10203.42676,10279.36621,9716.65625,9754.422852,17603790323,-4.401,-2.527,9421.629883,9428.302734
2019/08/29,9756.786133,9756.786133,9421.629883,9510.200195,17045878501,-2.527,0.876,9428.302734,9531.799805
2019/08/30,9514.844727,9656.124023,9428.302734,9598.173828,13595263986,0.876,0.345,9531.799805,9582.944336
2019/08/31,9597.539063,9673.220703,9531.799805,9630.664063,11454806419,0.345,1.323,9582.944336,9730.650391
2019/09/01,9630.592773,9796.755859,9582.944336,9757.970703,11445355859,1.323,6.039,9730.650391,10308.54785
